id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:tree canopy symptoms,field:optional - did the tree have heat damage,field:percent canopy affected (%),field:dieback percent,field:number of additional unhealthy trees (of same species) in area (within sight),field:percent of trees (of same species) within sight that are unhealthy,"field:other factors - are there signs or symptoms of insect, diseases, or other damage?",field:optional - what 'other factors' were observed?,field:optional - tree size,field:optional - site type,field:optional - site/location description,field:optional - site/area disturbance level,field:optional - site hydrology,field:optional - access to water,field:optional - slope position,field:optional - were there any other unhealthy plant species on the site?,field:optional - timing of symptoms estimate,field:optional - estimated time spent to make this observation (# of minutes),field:optional - can we follow up with you?,field:tree number (from google map) if applicable,field:notes
185100460,2023/09/22 2:12 PM,2023-09-22,2023-09-22 21:12:00 UTC,America/Vancouver,2015364,jey42,,2023-09-27 03:45:13 UTC,2023-10-11 19:07:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/185100460,https://inaturalist-open-data.s3.amazonaws.com/photos/323216996/medium.jpeg,,"","",1,0,false,,"Alberni-Clayoquot, BC, Canada",48.791835,-125.1153233333,,,,,,,open,false,,,,Alberni-Clayoquot,British Columbia,Canada,British Columbia,Alberni-Clayoquot,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,0,No,No selection,Small (can wrap hands around trunk),Rural,Forest edge,"Low - fairly natural, not much development",Other,Other (please describe in Notes),Other (please describe in Notes),No,This is the first time I have seen this tree,30,Yes,,Healthy young tree at ocean shore
185160072,2022-10-03 17:01:04-07:00,2022-10-03,2022-10-04 00:01:04 UTC,Pacific Time (US & Canada),4311711,hoytcedar,,2023-09-27 16:45:24 UTC,2023-10-11 19:09:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/185160072,https://inaturalist-open-data.s3.amazonaws.com/photos/323332042/medium.jpg,,"","",2,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.5171697223,-122.7144249945,4,,,,4,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No selection,"Healthy, no dieback(0%)","",0,"",Not sure,No selection,Large (too big to wrap arms around trunk),Suburban,Forest edge,"None - natural forest, far from development",Upland or well drained,Tree does not typically have access to water in summer,Middle of a slope,No,No selection,10,Yes,,""
185167024,2023-09-27 10:36:09-07:00,2023-09-27,2023-09-27 17:36:09 UTC,Pacific Time (US & Canada),4311711,hoytcedar,,2023-09-27 17:42:10 UTC,2023-10-04 04:46:22 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/185167024,https://inaturalist-open-data.s3.amazonaws.com/photos/323344360/medium.jpg,,"","",1,0,false,3,"SW Knights Blvd, Portland, OR, US",45.5158898717,-122.718338504,8,,,,8,,,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,"Cypresses, Cedars, Junipers, and Allies",Cupressoideae,"Cypresses, Cedars, Junipers, and Allies",Plantae,1150915,Healthy,No,"Healthy, no dieback(0%)","",0,0,No,No selection,Large (too big to wrap arms around trunk),Suburban,Forest edge,"Low - fairly natural, not much development",Upland or well drained,Tree does not typically have access to water in summer,Middle of a slope,No,No selection,7,Yes,,""
185184513,2023-09-26 08:49:36-07:00,2023-09-26,2023-09-26 15:49:36 UTC,Pacific Time (US & Canada),7358978,gilliamralph,Scout's honor,2023-09-27 19:53:06 UTC,2023-10-04 04:45:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/185184513,https://inaturalist-open-data.s3.amazonaws.com/photos/323376452/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.5137133333,-122.71962,38,,,,38,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)","",1,20,No,Invasive plants present or growing on tree,Medium (can wrap arms around trunk),Other,Inside a forest canopy,"Medium (moderately used trails, etc)",Upland or well drained,Tree has access to water year round (watered in summer or near permanent water source),Area is flat (e.g. field),No,No selection,20,Yes,,""
185186534,2023-09-26 08:54:32-07:00,2023-09-26,2023-09-26 15:54:32 UTC,Pacific Time (US & Canada),7358978,gilliamralph,Scout's honor,2023-09-27 20:08:21 UTC,2023-09-27 22:08:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/185186534,https://inaturalist-open-data.s3.amazonaws.com/photos/323380375/medium.jpg,,"","",1,0,false,3,"SW Barrow Ln, Portland, OR, US",45.513245,-122.7195133333,56,,,,56,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,4-6,0,No,Invasive plants present or growing on tree,Medium (can wrap arms around trunk),Other,Inside a forest canopy,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,Tree has access to water year round (watered in summer or near permanent water source),Middle of a slope,No,This is the first time I have seen this tree,15,Yes,,""
185237466,2023-09-27,2023-09-27,,Pacific Time (US & Canada),4840971,dickwilliams987,,2023-09-28 04:15:12 UTC,2023-09-28 16:20:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/185237466,https://inaturalist-open-data.s3.amazonaws.com/photos/323518262/medium.jpeg,,WRC,"Tree near the bottom of natural drainage at the border of forest and a residential lot.  Top looks thin but no other visible signs of stress.  The tree looks healthy.  

Approx height 115'
dbh 34""
",1,0,false,,Hoyt Arboretum #1929-935/1,45.51794,-122.713297,,,,,,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,No,1-29% of the canopy is unhealthy,0,0,,Not sure,No selection,Large (too big to wrap arms around trunk),Other,Urban yard or open park grounds,"Low - fairly natural, not much development",Upland or well drained,Other (please describe in Notes),Other (please describe in Notes),No,No selection,90,Yes,,
185337032,2023-09-28 13:55:48-07:00,2023-09-28,2023-09-28 20:55:48 UTC,Pacific Time (US & Canada),7358438,abbigail_white,,2023-09-28 21:04:37 UTC,2023-10-04 04:37:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/185337032,https://inaturalist-open-data.s3.amazonaws.com/photos/323669978/medium.jpg,,"","",1,0,false,3,"SW Canyon Rd, Portland, OR, US",45.511204702,-122.7188462762,4,,,,4,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,No,30-59% of the canopy is unhealthy,"",4-6,"","Yes (please elaborate in Notes, add Picture if possible)",Multiple factors (please describe in Notes),Large (too big to wrap arms around trunk),Suburban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",No Selection,No selection,Middle of a slope,No selection,This is the first time I have seen this tree,10,No preference,,""
185338518,2023-09-28 14:08:50-07:00,2023-09-28,2023-09-28 21:08:50 UTC,Pacific Time (US & Canada),7358438,abbigail_white,,2023-09-28 21:15:02 UTC,2023-10-04 04:37:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/185338518,https://inaturalist-open-data.s3.amazonaws.com/photos/323673311/medium.jpg,,"","",1,0,false,3,"SW Canyon Rd, Portland, OR, US",45.511103967,-122.7186582641,4,,,,4,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Browning Canopy,No,30-59% of the canopy is unhealthy,"",4-6,"","Yes (please elaborate in Notes, add Picture if possible)",Multiple factors (please describe in Notes),Large (too big to wrap arms around trunk),Suburban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",No Selection,No selection,Middle of a slope,No selection,No selection,10,No preference,,"Yellowing at the base of the needles, with some branches having fully brown needles. Some branches had severe bark peeling. Spots of fungus around the base, although it did not appear severe. Excreting sap, indicating physical stress. Vines were encroaching around the base."
185340693,2023-09-28 14:29:32-07:00,2023-09-28,2023-09-28 21:29:32 UTC,Pacific Time (US & Canada),7358438,abbigail_white,,2023-09-28 21:32:22 UTC,2023-09-28 21:34:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/185340693,https://inaturalist-open-data.s3.amazonaws.com/photos/323676783/medium.jpg,,"","",1,0,false,3,"SW Torr Ln, Portland, OR, US",45.5112659187,-122.719607195,3,,,,3,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)","",0,"","Yes (please elaborate in Notes, add Picture if possible)","Fungal Activitiy (mycelial fans, bleeding cankers, mushrooms at base, or conks on trunk)",Small (can wrap hands around trunk),Suburban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",No Selection,No selection,Summit of hill or mountain,No selection,No selection,10,No preference,,""
185342906,2023-09-28 14:45:33-07:00,2023-09-28,2023-09-28 21:45:33 UTC,Pacific Time (US & Canada),7358438,abbigail_white,,2023-09-28 21:49:20 UTC,2023-10-04 04:37:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/185342906,https://inaturalist-open-data.s3.amazonaws.com/photos/323680614/medium.jpg,,"","",1,0,false,3,"SW Torr Ln, Portland, OR, US",45.5111757713,-122.7195981425,5,,,,5,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,Maybe,"Healthy, no dieback(0%)","",0,"",Not sure,No selection,Small (can wrap hands around trunk),Suburban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",No Selection,No selection,Summit of hill or mountain,No selection,No selection,10,No preference,,"some branches had slight yellowing/browning at the tips, could be heat damage but I did not notice it on nearby trees"
185343834,2023-09-28 14:54:37-07:00,2023-09-28,2023-09-28 21:54:37 UTC,Pacific Time (US & Canada),7358438,abbigail_white,,2023-09-28 21:58:07 UTC,2023-10-04 04:37:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/185343834,https://inaturalist-open-data.s3.amazonaws.com/photos/323682542/medium.jpg,,"","",1,0,false,3,"SW Torr Ln, Portland, OR, US",45.5113575748,-122.7194665467,9,,,,9,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,Maybe,"Healthy, no dieback(0%)","",0,"",Not sure,No selection,Medium (can wrap arms around trunk),Suburban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",No Selection,No selection,Summit of hill or mountain,No selection,No selection,10,No preference,,slight yellowing/browning of tips but I didn’t notice it on many other trees in the area so I am not sure if it is heat damage
185374900,2023-09-27 14:49:20-07:00,2023-09-27,2023-09-27 21:49:20 UTC,Pacific Time (US & Canada),4840971,dickwilliams987,,2023-09-29 03:49:54 UTC,2023-10-04 04:34:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/185374900,https://inaturalist-open-data.s3.amazonaws.com/photos/323746958/medium.jpg,,"","",1,0,false,3,"Washington Park, Portland, OR, US",45.5190353227,-122.7091478803,60,,,,60,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)","",0,"",No,No selection,Large (too big to wrap arms around trunk),Other,Inside a forest canopy,"None - natural forest, far from development",Upland or well drained,No selection,Middle of a slope,No,No selection,60,Yes,,""
185375548,2023-09-27 14:54:02-07:00,2023-09-27,2023-09-27 21:54:02 UTC,Pacific Time (US & Canada),4840971,dickwilliams987,,2023-09-29 03:58:15 UTC,2023-10-04 04:34:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/185375548,https://inaturalist-open-data.s3.amazonaws.com/photos/323748174/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.5174027404,-122.7155792832,40,,,,40,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)","",0,"",No,No selection,Large (too big to wrap arms around trunk),Other,Inside a forest canopy,"None - natural forest, far from development",Upland or well drained,No selection,Middle of a slope,No,No selection,60,Yes,,"130’ tall approx, dbh 41”"
185523701,2023-09-29 10:21:09-07:00,2023-09-29,2023-09-29 17:21:09 UTC,Pacific Time (US & Canada),7339658,abbielisabeth,,2023-09-30 04:01:58 UTC,2023-10-04 04:23:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/185523701,https://inaturalist-open-data.s3.amazonaws.com/photos/324032264/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.5167083333,-122.7146916667,4,,,,4,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",0,0,"",Not sure,"Insect damage on trunk (holes, frass, galleries, etc.)",Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",No Selection,No selection,Top of slope,No,No selection,25,No Thanks,"",Graying on part of trunk and rough look to the bark at the base of the tree. Possible insect damage. See pic
185525872,2023-09-29 11:18:07-07:00,2023-09-29,2023-09-29 18:18:07 UTC,Pacific Time (US & Canada),7339658,abbielisabeth,,2023-09-30 04:33:31 UTC,2023-10-04 04:23:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/185525872,https://inaturalist-open-data.s3.amazonaws.com/photos/324030803/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.5174366667,-122.7190466667,4,,,,4,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)","",0,"",Not sure,No selection,Medium (can wrap arms around trunk),No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,10,No Thanks,"",There were mushrooms growing on the ground near the tree but they didn’t look harmful.
185526027,2023-09-29 11:40:44-07:00,2023-09-29,2023-09-29 18:40:44 UTC,Pacific Time (US & Canada),7339658,abbielisabeth,,2023-09-30 04:36:17 UTC,2023-10-04 04:22:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/185526027,https://inaturalist-open-data.s3.amazonaws.com/photos/324031113/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.5175216667,-122.7189033333,8,,,,8,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,No,1-29% of the canopy is unhealthy,"",0,"",No,No selection,Small (can wrap hands around trunk),No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,"",No Thanks,"",""
185526479,2023-09-29 12:12:17-07:00,2023-09-29,2023-09-29 19:12:17 UTC,Pacific Time (US & Canada),7339658,abbielisabeth,,2023-09-30 04:44:33 UTC,2023-10-04 04:22:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/185526479,https://inaturalist-open-data.s3.amazonaws.com/photos/324032020/medium.jpg,,"","",1,0,false,3,"Hoyt Arboretum, Portland, OR, US",45.51693,-122.7179716667,30,,,,30,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,Maybe,"Healthy, no dieback(0%)","",0,"",No,No selection,Very Large (would take many people to wrap arms around trunk),No Selection,No Selection,No Selection,No Selection,No selection,No selection,No selection,No selection,"",No Thanks,"",""
185647178,2023-09-30,2023-09-30,,Pacific Time (US & Canada),4300931,michaelliebman343,,2023-09-30 22:25:56 UTC,2023-10-04 04:19:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/185647178,https://inaturalist-open-data.s3.amazonaws.com/photos/324260063/medium.jpeg,,"","This is my third year observing this tree, accession #1929-1609/1 in Hoyt Arboretum Database. Tree appears healthy, with a little seasonal flagging inward on branches from tips. Tree is growing close to road, and has undergone significant low limb removal (one cut approximately 11"" in diameter) that have compartmentalized well. One other cedar in the vicinity does appear to have some dieback in the upper canopy, while all others nearby appear healthy.",1,0,false,,"Hoyt Arboretum, Portland, OR",45.516461,-122.713987,,,,,,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",,1,12.5,"Yes (please elaborate in Notes, add Picture if possible)",Mechanical damage or fire scars,Very Large (would take many people to wrap arms around trunk),Suburban,Roadside,"Medium (moderately used trails, etc)",Upland or well drained,Tree does not typically have access to water in summer,Middle of a slope,No,No selection,15,Yes,,"This is my third year observing this tree, accession #1929-1609/1 in Hoyt Arboretum Database. Tree appears healthy, with a little seasonal flagging inward on branches from tips. Tree is growing close to road, and has undergone significant low limb removal (one cut approximately 11"" in diameter) that have compartmentalized well. One other cedar in the vicinity does appear to have some dieback in the upper canopy, while all others nearby appear healthy."
185648242,2023-09-30,2023-09-30,,Pacific Time (US & Canada),4300931,michaelliebman343,,2023-09-30 22:33:23 UTC,2023-10-04 04:18:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/185648242,https://inaturalist-open-data.s3.amazonaws.com/photos/324262158/medium.jpeg,,"","This is my third year observing this cedar, accession # 1929-1613/1 in Hoyt Arboretum Database. Tree appears healthy, with a little seasonal flagging of canopy. Other cedar in vicinity that seemed to have dieback last year appears largely normal. Two W. Hemlocks in vicinity are dead/dying (one broken twenty feet from base, another has a dying canopy). ",1,0,false,,"Hoyt Arboretum, Portland, OR",45.51654,-122.714853,,,,,,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,No,"Healthy, no dieback(0%)",,0,,No,No selection,Large (too big to wrap arms around trunk),Suburban,Inside a forest canopy,"Low - fairly natural, not much development",Upland or well drained,Tree does not typically have access to water in summer,Middle of a slope,Yes (please identify other species in notes),No selection,15,Yes,,"This is my third year observing this cedar, accession # 1929-1613/1 in Hoyt Arboretum Database. Tree appears healthy, with a little seasonal flagging of canopy. Other cedar in vicinity that seemed to have dieback last year appears largely normal. Two W. Hemlocks in vicinity are dead/dying (one broken twenty feet from base, another has a dying canopy)."
